Date,Transaction
8/18/2026,46319161.70285828
8/19/2026,47597384.288216606
8/20/2026,50002459.63359829
8/21/2026,48426439.83519269
8/22/2026,51901684.583169565
8/23/2026,54328651.78140501
8/24/2026,43650002.58029639
8/25/2026,43359116.70469088
8/26/2026,49282768.911876604
8/27/2026,47680071.523555964
8/28/2026,47725267.63534681
8/29/2026,55123175.76010505
8/30/2026,54918731.32542508
8/31/2026,61462488.883412816
9/1/2026,48671469.66101833
9/2/2026,50691500.76978031
9/3/2026,53239239.12822206
9/4/2026,53053930.61053483
9/5/2026,58727518.23
9/6/2026,56255871.90861409
9/7/2026,46652095.92502474
9/8/2026,48310099.64033907
9/9/2026,51120153.98365834
9/10/2026,53500187.75851474
9/11/2026,50816809.779745676
9/12/2026,58935894.91011172
9/13/2026,58032615.07056297
9/14/2026,48131776.88745521
9/15/2026,47668673.081570335
9/16/2026,51606573.57330034
9/17/2026,49084905.66976595
9/18/2026,50805703.672946244
9/19/2026,55529726.66
9/20/2026,58581538.38741602
9/21/2026,47206051.04372386
9/22/2026,48088188.461928956
9/23/2026,50546144.12022886
9/24/2026,52780962.733313635
9/25/2026,48857552.91739995
9/26/2026,56686089.396343336
9/27/2026,58623800.01136297
9/28/2026,48238667.863899074
9/29/2026,47868804.95893879
9/30/2026,66931532.338046126
10/1/2026,51042675.922207884
10/2/2026,53687592.39330891
10/3/2026,58202052.32202334
10/4/2026,60972882.29662824
10/5/2026,50002443.797020935
10/6/2026,49677691.59133968
10/7/2026,53736783.23193055
10/8/2026,54666189.36590863
10/9/2026,52416819.10675244
10/10/2026,61851004.645966224
10/11/2026,61532722.86216128
10/12/2026,50653991.43450484
10/13/2026,50141769.96431178
10/14/2026,54301045.74529598
10/15/2026,56574892.15951339
10/16/2026,56405632.59721968
10/17/2026,58928417.59249264
10/18/2026,58624647.003733225
10/19/2026,53942916.32124199
10/20/2026,53972933.95983629
10/21/2026,53689495.726666465
10/22/2026,54801753.06794194
10/23/2026,56066484.73590509
10/24/2026,62699119.606706746
10/25/2026,57922628.768568136
10/26/2026,53884092.24949635
10/27/2026,51150888.06662182
10/28/2026,56077884.33576833
10/29/2026,55546645.93
10/30/2026,51916237.31293853
10/31/2026,75530106.37
11/1/2026,59941490.55998897
11/2/2026,56148907.21272872
11/3/2026,55038761.75600795
11/4/2026,57416268.53802325
11/5/2026,59104975.93
11/6/2026,59854763.90701919
11/7/2026,61886672.04654095
11/8/2026,66131821.39596777
11/9/2026,55911887.663072795
11/10/2026,57742393.58114795
11/11/2026,56843976.542863406
11/12/2026,58151578.213479295
11/13/2026,60727481.09247499
11/14/2026,64049233.819416896
11/15/2026,62966345.778762825
11/16/2026,53731919.95261519
11/17/2026,57236551.07607831
11/18/2026,59077347.04800693
11/19/2026,60768118.89
11/20/2026,57161273.02129892
11/21/2026,61093502.02983609
11/22/2026,61924863.02478552
11/23/2026,54713069.79677658
11/24/2026,55623740.91841934
11/25/2026,57804753.16
11/26/2026,60079107.320707776
11/27/2026,56010942.20979822
11/28/2026,61526427.16751225
11/29/2026,65251438.56290914
11/30/2026,69785121.18
12/1/2026,60350556.05287551
12/2/2026,66381414.15522222
12/3/2026,64563470.658352375
12/4/2026,65724256.53947067
12/5/2026,69900439.80398779
12/6/2026,70489151.27220619
12/7/2026,60159274.38
12/8/2026,63664756.35039115
12/9/2026,66644791.11487382
12/10/2026,65396663.68334248
12/11/2026,62014907.798306495
12/12/2026,67924934.17
12/13/2026,70718447.42267808
12/14/2026,58638697.234333344
12/15/2026,63411964.78924191
12/16/2026,65206442.67803479
12/17/2026,66756290.60375103
12/18/2026,65719057.65676643
12/19/2026,73617114.11
12/20/2026,68116314.66007766
12/21/2026,59880366.972281255
12/22/2026,60446421.806915596
12/23/2026,65014617.68210952
12/24/2026,65145067.87600407
12/25/2026,65261392.57864843
12/26/2026,73327854.06337197
12/27/2026,72441526.18236174
12/28/2026,63743818.44239565
12/29/2026,58691260.85529481
12/30/2026,65063048.32502772
12/31/2026,101507502.74304226
